t,flows,fwd_pkts,bwd_pkts,syn_flags,ack_flags,oneway_flows,label
18958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18959,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18961,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18963,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18964,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18965,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18966,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18968,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18969,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18972,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18973,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18974,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18975,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18977,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18979,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18980,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18981,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18982,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18984,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
18985,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18987,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18988,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18989,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18990,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18991,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18992,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18993,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18994,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18996,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18997,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18998,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
18999,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19001,3.00000000,7.00000000,5.00000000,0.00000000,0.00000000,1.00000000,0
19002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19008,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19011,1.00000000,31.00000000,38.00000000,0.00000000,1.00000000,0.00000000,1
19012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19017,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19019,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19021,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19022,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,1
19023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19024,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19025,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19026,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19027,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19028,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19030,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19031,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19032,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19033,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19036,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19037,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19039,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19040,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19043,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19044,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19047,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19048,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19051,1.00000000,6.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0
19052,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19053,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19055,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19056,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19057,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19059,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19060,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19061,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19062,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19064,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19066,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19067,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19068,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19069,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19070,41.00000000,245.00000000,331.00000000,0.00000000,29.00000000,3.00000000,0
19071,42.00000000,645.00000000,675.00000000,0.00000000,15.00000000,20.00000000,0
19072,66.00000000,642.00000000,503.00000000,0.00000000,21.00000000,34.00000000,0
19073,8.00000000,20.00000000,2.00000000,0.00000000,0.00000000,7.00000000,0
19074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19075,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
19076,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
19077,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19078,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19079,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19080,1.00000000,18.00000000,20.00000000,0.00000000,0.00000000,0.00000000,0
19081,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19082,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19083,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
19084,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19086,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19087,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19088,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19089,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19090,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19092,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19093,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19094,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19096,1.00000000,36.00000000,36.00000000,0.00000000,1.00000000,0.00000000,0
19097,1.00000000,33.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0
19098,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19099,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19102,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19104,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19105,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19107,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19108,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19109,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19110,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19111,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19112,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19114,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19117,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19119,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19120,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19121,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19122,1.00000000,31.00000000,44.00000000,0.00000000,1.00000000,0.00000000,1
19123,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19124,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19125,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19126,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19127,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19128,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19129,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19131,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
19132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19133,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19136,3.00000000,31.00000000,45.00000000,0.00000000,1.00000000,0.00000000,1
19137,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19138,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19139,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19141,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19142,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19144,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19145,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19146,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19147,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19148,3.00000000,35.00000000,43.00000000,0.00000000,1.00000000,0.00000000,1
19149,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19152,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19153,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19154,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19155,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19156,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19157,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19158,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
19159,3.00000000,39.00000000,51.00000000,0.00000000,1.00000000,0.00000000,1
19160,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19161,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19162,1.00000000,33.00000000,46.00000000,0.00000000,1.00000000,0.00000000,1
19163,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19164,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19167,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19171,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19172,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
19173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19175,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19176,3.00000000,5.00000000,8.00000000,0.00000000,0.00000000,0.00000000,1
19177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19182,4.00000000,38.00000000,51.00000000,0.00000000,1.00000000,2.00000000,1
19183,2.00000000,4.00000000,3.00000000,0.00000000,0.00000000,0.00000000,1
19184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19185,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,0
19186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19187,23.00000000,41.00000000,21.00000000,0.00000000,0.00000000,9.00000000,0
19188,5.00000000,5.00000000,9.00000000,0.00000000,0.00000000,0.00000000,0
19189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19190,1.00000000,13.00000000,12.00000000,0.00000000,0.00000000,0.00000000,0
19191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19198,3.00000000,35.00000000,43.00000000,0.00000000,1.00000000,0.00000000,1
19199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19200,1.00000000,16.00000000,10.00000000,0.00000000,0.00000000,0.00000000,0
19201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19210,3.00000000,39.00000000,37.00000000,0.00000000,1.00000000,0.00000000,1
19211,2.00000000,12.00000000,12.00000000,0.00000000,2.00000000,1.00000000,1
19212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19213,3.00000000,6.00000000,5.00000000,0.00000000,1.00000000,0.00000000,1
19214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19220,3.00000000,37.00000000,41.00000000,0.00000000,1.00000000,0.00000000,1
19221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19223,7.00000000,179.00000000,192.00000000,0.00000000,7.00000000,0.00000000,0
19224,19.00000000,305.00000000,434.00000000,0.00000000,16.00000000,0.00000000,0
19225,6.00000000,76.00000000,62.00000000,0.00000000,3.00000000,3.00000000,0
19226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19229,13.00000000,14.00000000,22.00000000,0.00000000,1.00000000,0.00000000,1
19230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19231,3.00000000,39.00000000,45.00000000,0.00000000,1.00000000,0.00000000,1
19232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19235,3.00000000,105.00000000,101.00000000,0.00000000,3.00000000,0.00000000,0
19236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19241,5.00000000,41.00000000,38.00000000,0.00000000,1.00000000,3.00000000,1
19242,16.00000000,40.00000000,6.00000000,0.00000000,0.00000000,13.00000000,0
19243,15.00000000,72.00000000,45.00000000,0.00000000,1.00000000,11.00000000,1
19244,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,0.00000000,1
19245,3.00000000,6.00000000,5.00000000,0.00000000,1.00000000,0.00000000,1
19246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19249,5.00000000,76.00000000,67.00000000,0.00000000,5.00000000,0.00000000,0
19250,19.00000000,103.00000000,121.00000000,1.00000000,9.00000000,4.00000000,0
19251,7.00000000,251.00000000,341.00000000,0.00000000,5.00000000,0.00000000,1
19252,10.00000000,242.00000000,260.00000000,0.00000000,8.00000000,1.00000000,0
19253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19254,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19255,3.00000000,39.00000000,43.00000000,0.00000000,1.00000000,0.00000000,1
19256,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
19257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19261,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19263,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19264,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19265,4.00000000,22.00000000,15.00000000,0.00000000,1.00000000,3.00000000,0
19266,3.00000000,36.00000000,44.00000000,0.00000000,1.00000000,0.00000000,1
19267,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,4.00000000,0
19268,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19269,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19272,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19273,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19275,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1
19276,2.00000000,38.00000000,42.00000000,0.00000000,1.00000000,0.00000000,1
19277,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19278,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19279,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19281,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19282,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19284,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19289,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19290,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
19291,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19292,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19293,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19294,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19295,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19296,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
19297,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
